resume_text,job_category
"This is a resume for a candidate with experience in Python and machine learning. They have a degree in Engineering. Key skills include problem-solving, communication.",Marketing Specialist
"This is a resume for a candidate with experience in JavaScript and cloud computing. They have a degree in Engineering. Key skills include leadership, teamwork.",Project Manager
"This is a resume for a candidate with experience in Java and machine learning. They have a degree in Mathematics. Key skills include teamwork, leadership.",Software Engineer
"This is a resume for a candidate with experience in Python and data analysis. They have a degree in Mathematics. Key skills include teamwork, problem-solving.",Data Scientist
"This is a resume for a candidate with experience in JavaScript and web development. They have a degree in Engineering. Key skills include problem-solving, leadership.",Marketing Specialist
"This is a resume for a candidate with experience in Java and cloud computing. They have a degree in Mathematics. Key skills include problem-solving, teamwork.",Marketing Specialist
"This is a resume for a candidate with experience in Java and web development. They have a degree in Engineering. Key skills include leadership, teamwork.",Software Engineer
"This is a resume for a candidate with experience in JavaScript and web development. They have a degree in Computer Science. Key skills include leadership, teamwork.",UX Designer
"This is a resume for a candidate with experience in Python and cloud computing. They have a degree in Engineering. Key skills include leadership, communication.",Marketing Specialist
"This is a resume for a candidate with experience in Java and cloud computing. They have a degree in Mathematics. Key skills include communication, leadership.",UX Designer
"This is a resume for a candidate with experience in Python and data analysis. They have a degree in Engineering. Key skills include problem-solving, communication.",Project Manager
"This is a resume for a candidate with experience in C++ and machine learning. They have a degree in Mathematics. Key skills include communication, problem-solving.",Data Scientist
"This is a resume for a candidate with experience in Python and data analysis. They have a degree in Mathematics. Key skills include leadership, teamwork.",Marketing Specialist
"This is a resume for a candidate with experience in C++ and cloud computing. They have a degree in Mathematics. Key skills include communication, problem-solving.",Marketing Specialist
"This is a resume for a candidate with experience in Python and web development. They have a degree in Mathematics. Key skills include problem-solving, teamwork.",Project Manager
"This is a resume for a candidate with experience in Python and web development. They have a degree in Computer Science. Key skills include teamwork, communication.",Project Manager
